,Name,AddressLine1,AddressLine2,AddressLine3,City,State,ZipCode,DesignatorCode,CertificateHoldingOffice,CertificateNumber,AccessoryRatingClass1,AccessoryRatingClass2,AccessoryRatingClass3,AccessoryRatingLimited,AirframeRatingClass1,AirframeRatingClass2,AirframeRatingClass3,AirframeRatingClass4,AirframeRatingLimited,InstrumentRatingClass1,InstrumentRatingClass2,InstrumentRatingClass3,InstrumentRatingClass4,InstrumentRatingLimited,PowerplantRatingClass1,PowerplantRatingClass2,PowerplantRatingClass3,PowerplantRatingLimited,PropellerRating1,PropellerRating2,PropellerRatingLimited,RadioRatingClass1,RadioRatingClass2,RadioRatingClass3,RadioRatingLimited,LimitedRatingEquipment,LimitedRatingAircraftFabric,LimitedRatingNonDestructiveTst,LimitedRatingFloats,LimitedRatingSpecializedServic,LimitedRatingRotorBlades,LimitedRatingLandingGear,Status,Original_Issue_Date,EASA_Certificate_Number,EASA_Expiration_Date,Certificated_Mechanics,Repairmen,Non_Certificated,Total_Employees,coords,lat,long
52,DASSAULT AIRCRAFT SERVICES CORPORATION            ,7701 WOODLEY AVENUE                ,                                   ,                                   ,VAN NUYS              ,CA,91406,1DFD,WP01,1DFD346B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 13-MAR-2014,  6552        ,  6-JUN-2022,2.0,0.0,0.0,3.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
53,DASSAULT AIRCRAFT SERVICES CORPORATION            ,365 SOUTH ROCK BLVD.               ,                                   ,                                   ,RENO                  ,NV,89502,1DFR,WP19,1DFR346B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 7-APR-2009,  6286        ,  1-JUL-2020,33.0,5.0,0.0,54.0,"(39.502220966725226, -119.79741127044856)",39.502220966725226,-119.79741127044856
54,DESERT JET MAINTENANCE LLC                        ,56600 INVADER                      ,                                   ,                                   ,THERMAL               ,CA,92274,1DJR,WP21,1DJR318M,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 15-AUG-2013, , ,5.0,0.0,0.0,7.0,"(33.5953272, -116.16381017204506)",33.5953272,-116.16381017204506
55,SOUTHCO AVIATION LLC                              ,205 Aviation Road                  ,                                   ,                                   ,Houma                 ,LA,70363,1DZR,SW03,1DZR871C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 8-FEB-2017, , ,4.0,0.0,0.0,6.0,"(29.562803266144854, -90.68826069919832)",29.562803266144854,-90.68826069919832
56,STS REPAIR AND MODIFICATION LLC                   ,100 Aerospace Drive                ,Unit #6                            ,                                   ,Melbourne             ,FL,32901,1E1R,SO15,1E1R898B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 30-MAR-2012,  6678        ,  2-MAR-2022,96.0,10.0,109.0,240.0,"(28.0846335, -80.6080961)",28.0846335,-80.6080961
57,AEROSPACE DEFENSE SYSTEMS INC                     ,1116 East Lowe Circle              ,MidCoast Regional Airport          ,Wright Army Airfield               ,Fort Stewart          ,GA,31525,1E2R,SO11,1E2R323C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-MAR-2015, , ,1.0,0.0,0.0,4.0,"(31.1327589, -81.48477939596287)",31.1327589,-81.48477939596287
58,EXP AIRCRAFT SERVICES                             ,1004 DOUGLAS DRIVE                 ,NORTHWEST REGIONAL AIRPORT         ,                                   ,ROANOKE               ,TX,76262,1E4R,SW19,1E4R827B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 22-AUG-2011, , ,1.0,1.0,0.0,1.0,"(33.0192985, -97.20843062791971)",33.0192985,-97.20843062791971
59,BELL TEXTRON MIAMI INC                            ,"2011 S. PERIMETER ROAD,  SUITE L.  ",                                   ,                                   ,FT LAUDERDALE         ,FL,33309,1E9R,SO19,1E9R960Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 4-JUN-2007, , ,8.0,0.0,0.0,17.0,"(26.186066144658184, -80.17613233861884)",26.186066144658184,-80.17613233861884
60,REINHOLD INDUSTRIES INC                           ,"1500 MARINER DRIVE, SUITE H        ",                                   ,                                   ,OXNARD                ,CA,93033,1EER,WP01,1EER640B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 27-SEP-2012, , ,0.0,2.0,0.0,3.0,"(34.17088329062985, -119.17228280139491)",34.17088329062985,-119.17228280139491
61,ECLIPSE AEROSPACE INC                             ,3520 Spirit Drive SE Hangar SP-3   ,                                   ,                                   ,ABQ                   ,NM,87106,1EOR,SW01,1EOR539B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 6-APR-2010, , ,11.0,2.0,8.0,21.0,"(35.0774793, -106.60381976552794)",35.0774793,-106.60381976552794
62,ELITE AVIATION SERVICES INC                       ,950 South Old Missouri Road        ,                                   ,                                   ,Springdale            ,AR,72764,1EZR,SW11,1EZR979C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 8-FEB-2017, , ,0.0,1.0,0.0,2.0,"(36.17753768102754, -94.10840014722649)",36.17753768102754,-94.10840014722649
63,CAPE FEAR AIRWORKS INC                            ,"4009 Airport Rd., Hangar 8         ",                                   ,                                   ,Southport             ,NC,28461,1F3R,EA39,1F3R379D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 15-JUN-2018, , ,2.0,2.0,0.0,3.0,"(33.92858735, -78.10163282704202)",33.92858735,-78.10163282704202
64,IFR CERTIFIED AVIONICS LLC                        ,5508 Airport Blvd.                 ,                                   ,                                   ,Bartow                ,FL,33830,1F4R,SO15,1F4R612D,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N, ACTIVE            , 15-MAY-2019, , ,0.0,2.0,0.0,2.0,"(27.897085935654836, -81.81461369365134)",27.897085935654836,-81.81461369365134
65,FLORIDA AERO SERVICES INC                         ,C/O Trinity Jet                    ,7515 Lemmon Ave.                   ,Hanger R                           ,Dallas                ,TX,75209,1F5R,SO15,1F5R990B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 2-OCT-2012, , ,1.0,0.0,0.0,1.0,"(32.826943, -96.8231154)",32.826943,-96.8231154
66,FLIGHT POWER REPAIR GROUP LLC                     ,7825 NW 57TH STREET                ,                                   ,                                   ,DORAL                 ,FL,33166,1FPR,SO19,1FPR847B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y, ACTIVE            , 15-SEP-2011,  6373        ,  1-NOV-2021,12.0,3.0,11.0,26.0,"(25.82295013345299, -80.3049405890778)",25.82295013345299,-80.3049405890778
67,GLOBAL AIRSERVICES LLC                            ,14075 SW 143 COURT                 ,UNIT 4                             ,                                   ,MIAMI                 ,FL,33186,1GBR,SO19,1GBR286B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-JUL-2011,  6418        ,  13-AUG-2020,2.0,5.0,7.0,23.0,"(25.673738550000003, -80.42628920000001)",25.673738550000003,-80.42628920000001
68,GAR MRO SERVICES                                  ,7760 Cascade Avenue                ,                                   ,                                   ,WEST DES MOINES       ,IA,50266,1GOR,CE01,1GOR955B,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 26-JUN-2012,  6433        ,  24-AUG-2020,2.0,4.0,5.0,13.0,"(41.5949432, -93.7558624)",41.5949432,-93.7558624
69,GREAT PLANES FUEL METERING INC                    ,740 S. 142ND EAST AVE.             ,                                   ,                                   ,TULSA                 ,OK,74108,1GPR,SW15,1GPR022B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-AUG-2007, , ,3.0,0.0,0.0,4.0,"(36.14600113038013, -95.8060275442836)",36.14600113038013,-95.8060275442836
70,GOODWIN MECHANICAL SERVICES LLC                   ,914 W. BETTERAVIA RD.              ,                                   ,                                   ,SANTA MARIA           ,CA,93455,1GSR,WP01,1GSR291C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N, ACTIVE            , 7-APR-2014,  6712        ,  1-AUG-2020,1.0,2.0,2.0,3.0,"(34.855776399999996, -120.39728996169842)",34.855776399999996,-120.39728996169842
71,GWINNETT AERO MAINTENANCE LLC                     ,850 AIRPORT ROAD BOX 7             ,                                   ,                                   ,LAWRENCEVILLE         ,GA,30046,1GWR,SO11,1GWR012C,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 19-APR-2012, , ,5.0,2.0,1.0,8.0,"(33.954050279595734, -84.00148997843363)",33.954050279595734,-84.00148997843363
72,HANGAR R LLC                                      ,2550 N. GREAT SOUTHWEST PARKWAY    ,                                   ,                                   ,GRAND PRAIRIE         ,TX,75050,1H8R,SW19,1H8R826B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 1-MAR-2011, ,  1-AUG-2017,0.0,1.0,4.0,5.0,"(32.8092571, -97.0542994)",32.8092571,-97.0542994
73,HARRISON AVIONICS INC                             ,360 MEMORIAL FIELD DRIVE           ,                                   ,                                   ,HOPKINSVILLE          ,KY,42240,1H9R,CE17,1H9R825B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 14-MAR-2011, , ,1.0,1.0,3.0,5.0,"(36.865053950000004, -87.488236576369)",36.865053950000004,-87.488236576369
74,HOT AIR AD-VENTURES LLC                           ,1430 W. HUMPHREY STREET            ,                                   ,                                   ,TAMPA                 ,FL,33604,1HAR,SO35,1HAR135B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-2008, , ,0.0,1.0,0.0,1.0,"(28.0121903, -82.4663043)",28.0121903,-82.4663043
75,HANGAR ONE AVIONICS INC                           ,2026 PALOMAR AIRPORT ROAD          ,                                   ,                                   ,CARLSBAD              ,CA,92011,1HGR,WP09,1HGR058B,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 2-JAN-2008, , ,13.0,1.0,10.0,24.0,"(33.1036657694214, -117.29236335073185)",33.1036657694214,-117.29236335073185
76,HELITENDER INC                                    ,10300 AIRPARK WAY                  ,HANGAR 3                           ,                                   ,PACOIMA               ,CA,91331,1HTR,WP01,1HTR181B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 1-SEP-2009, , ,5.0,3.0,1.0,9.0,"(34.24860106996349, -118.4288982788777)",34.24860106996349,-118.4288982788777
77,HARTZELL ENGINE TECHNOLOGIES LLC                  ,2900 SELMA HWY                     ,                                   ,                                   ,MONTGOMERY            ,AL,36108,1HZR,SO09,1HZR769B,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-JAN-2011,  4418        ,  1-AUG-2020,1.0,13.0,112.0,126.0,"(32.34530455586951, -86.35793206796842)",32.34530455586951,-86.35793206796842
78,INFLIGHT WARNING SYSTEMS INC                      ,3940 PROSPECT AVENUE               ,SUITE M                            ,                                   ,YORBA LINDA           ,CA,92886,1ILR,WP05,1ILR471B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 3-NOV-2009,  6377        ,  1-DEC-2021,0.0,1.0,1.0,1.0,"(33.9153301, -117.8971668)",33.9153301,-117.8971668
79,INDY AEROSPACE INC                                ,2801 Fortune Circle East Suite J   ,                                   ,                                   ,Indianapolis          ,IN,46241,1IYR,GL11,1IYR451C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-2015, , ,0.0,1.0,0.0,3.0,"(39.7002367, -86.2906587)",39.7002367,-86.2906587
80,JAMES SCROBOLA AIRCRAFT SERVICES INC              ,2001 Wyoming Ave.                  ,                                   ,                                   ,Forty Fort            ,PA,18704,1J5R,EA05,1J5R468D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-OCT-2019, , ,2.0,0.0,0.0,2.0,"(41.2624884, -75.9036761)",41.2624884,-75.9036761
81,JUST PLANE MAINTENANCE LLC                        ,7515 Lemmon Ave                    ,Hangar R                           ,                                   ,Dallas                ,TX,75209,1J9R,SW19,1J9R551D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , , ,0.0,0.0,0.0,0.0,"(32.826943, -96.8231154)",32.826943,-96.8231154
82,INDY JET SERVICES LLC                             ,3888 N. Aviation Way               ,                                   ,                                   ,GREENFIELD            ,IN,46140,1JIR,GL11,1JIR829B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 31-MAY-2011, , ,6.0,7.0,0.0,7.0,"(39.7893245, -85.7578982)",39.7893245,-85.7578982
83,JETMARK AVIATION SERVICES INC                     ,2816 N. Sheridan Rd.               ,                                   ,                                   ,TULSA                 ,OK,74115,1JMR,SW15,1JMR280B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N, ACTIVE            , 4-DEC-2008, , ,1.0,1.0,0.0,2.0,"(36.182388, -95.8835378)",36.182388,-95.8835378
84,JET TECH LTD                                      ,16233 VANOWEN ST.                  ,HANGAR #1                          ,                                   ,VAN NUYS              ,CA,91406,1JTR,WP01,1JTR688B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-OCT-2011, , ,5.0,1.0,1.0,10.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
85,"READYJET TECHNICAL SERVICES, INC.                 ",1 WARREN STREET                    ,                                   ,                                   ,JOHNSTOWN             ,NY,12095,1JYR,EA01,1JYR059C,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 28-MAR-2013,  6671        ,  1-MAR-2020,0.0,6.0,9.0,14.0,"(43.00921337063475, -74.37224053455998)",43.00921337063475,-74.37224053455998
86,AIR-CRAFTERS AVIATION LLC                         ,"39450 3RD STREET EAST, #147        ",                                   ,                                   ,PALMDALE              ,CA,93550,1KAR,WP01,1KAR994B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 29-MAY-2013, , ,1.0,1.0,0.0,2.0,"(34.5737913280339, -118.09635390943824)",34.5737913280339,-118.09635390943824
87,LEGACY AIRCRAFT SERVICES INC                      ,16101 Saticoy Street               ,Suite 201                          ,                                   ,Van Nuys              ,CA,91406,1L5R,WP01,1L5R474D,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 30-AUG-2018, , ,1.0,0.0,0.0,2.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
88,LIVE AEROSPACE INC                                ,7205 NW 68TH ST                    ,BAY 11                             ,                                   ,MIAMI                 ,FL,33166,1L9R,SO19,1L9R030C,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 11-OCT-2012, , ,2.0,0.0,1.0,4.0,"(25.82295013345299, -80.3049405890778)",25.82295013345299,-80.3049405890778
89,LANDING GEAR TECHNOLOGIES LLC                     ,7635 WEST 2ND COURT                ,                                   ,                                   ,HIALEAH               ,FL,33014,1LGR,SO19,1LGR375B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y, ACTIVE            , 4-MAR-2010,  6361        ,  1-OCT-2019,2.0,9.0,49.0,79.0,"(25.890460349999998, -80.30020733124292)",25.890460349999998,-80.30020733124292
90,LKD AEROSPACE INC                                 ,8020 BRACKEN PLACE SE              ,                                   ,                                   ,SNOQUALMIE            ,WA,98065,1LKR,NM01,1LKR990Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , , ,  1-APR-2020,1.0,1.0,6.0,8.0,"(47.525729419337345, -121.85000099002008)",47.525729419337345,-121.85000099002008
91,LUMA TECHNOLOGIES                                 ,13226 SE 30TH STREET               ,SUITE B-3                          ,                                   ,BELLEVUE              ,WA,98005,1LMR,NM01,1LMR778B,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 12-MAY-2015, , ,0.0,2.0,0.0,7.0,"(47.61945955, -122.16334602750155)",47.61945955,-122.16334602750155
92,LUHTECH INC                                       ,NORTH COUNTY AIRPORT F45           ,11250 # 8 AVIATION BLVD            ,                                   ,WEST PALM BEACH       ,FL,33412,1LUR,SO19,1LUR269B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 10-JUL-2009, , ,3.0,0.0,2.0,6.0,"(26.8029876, -80.1344895)",26.8029876,-80.1344895
93,MTG AEROSPACE INC                                 ,7938 NW 66 STREET                  ,                                   ,                                   ,MIAMI                 ,FL,33166,1M2R,SO19,1M2R672B,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 29-OCT-2012,  6663        ,  12-OCT-2021,0.0,1.0,3.0,7.0,"(25.82295013345299, -80.3049405890778)",25.82295013345299,-80.3049405890778
94,EMBRAER EXECUTIVE JET SERVICES LLC                ,5643 SOUTH AVERY CIRCLE            ,                                   ,                                   ,MESA                  ,AZ,85212,1MB2,WP07,1MB2176B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 30-OCT-2008,  6191        ,  1-JUN-2021,48.0,6.0,0.0,53.0,"(33.293803999999994, -111.67697860006587)",33.293803999999994,-111.67697860006587
95,EMBRAER EXECUTIVE JET SERVICES LLC                ,276 S.W. 34TH STREET               ,                                   ,                                   ,FT. LAUDERDALE        ,FL,33065,1MB3,SO19,1MB3176B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-MAR-2009,  6195        ,  1-APR-2021,64.0,2.0,24.0,120.0,"(26.271909212510952, -80.25673555288161)",26.271909212510952,-80.25673555288161
96,EMBRAER AIRCRAFT MAINTENANCE SERVICES INC         ,150 East Drive- Airport            ,                                   ,                                   ,Macon                 ,GA,31216,1MB4,SO11,1MB4176B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 31-JUL-2019, , ,94.0,0.0,64.0,199.0,"(32.724051, -83.68721)",32.724051,-83.68721
97,"EMBRAER EXECUTIVE JET SERVICES, LLC               ",41 PERIMETER ROAD                  ,                                   ,                                   ,WINDSOR LOCKS         ,CT,6096,1MBD,EA63,1MBD176B,N,N,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 22-SEP-2008,  6491        ,  21-MAY-2021,25.0,3.0,0.0,36.0,"(36.01662, -78.89012)",36.01662,-78.89012
98,EMBRAER AIRCRAFT MAINTENANCE SERVICES INC         ,10 AIRWAYS BOULEVARD               ,                                   ,                                   ,NASHVILLE             ,TN,37217,1MBR,CE19,1MBR176B,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N, ACTIVE            , 15-JAN-1991,  4442        ,  1-FEB-2021,562.0,33.0,32.0,646.0,"(36.1283217, -86.7131941)",36.1283217,-86.7131941
99,MATHER AVIATION VAN NUYS LLC                      ,7240 HAVENHURST PLACE              ,                                   ,                                   ,VAN NUYS              ,CA,91406,1MER,WP01,1MER830B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 18-DEC-2012, , ,4.0,3.0,3.0,9.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
100,MASTER AIR PARTS INC                              ,3070 SKYWAY DRIVE SUITE 303        ,                                   ,                                   ,SANTA MARIA           ,CA,93455,1MPR,WP01,1MPR946Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 17-DEC-2007,  6351        ,  1-JUL-2021,0.0,3.0,2.0,5.0,"(34.855776399999996, -120.39728996169842)",34.855776399999996,-120.39728996169842
101,"MP AERO, LLC                                      ",7701 WOODLEY AVENUE                ,                                   ,                                   ,VAN NUYS              ,CA,91406,1MQR,WP01,1MQR180C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 18-APR-2013, ,  24-MAY-2015,7.0,2.0,10.0,39.0,"(34.21046399634306, -118.4805583995817)",34.21046399634306,-118.4805583995817
102,MONTGOMERY AVIATION LLC                           ,11329 East State Road 32           ,                                   ,                                   ,Zionsville            ,IN,46077,1MYR,GL11,1MYR828C,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 25-NOV-2015, , ,15.0,4.0,5.0,24.0,"(39.991293, -86.242058)",39.991293,-86.242058
103,INFLIGHT AEROSPACE SOJUTIONS INC                  ,3120 W 84TH STREET UNIT #4         ,                                   ,                                   ,Hialeah               ,FL,33018,1N4R,SO19,1N4R663D,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 20-JUN-2019,  6904        ,  23-OCT-2021,0.0,2.0,0.0,5.0,"(25.9025776, -80.3499509)",25.9025776,-80.3499509
104,AIRCRAFT STRUCTURAL INSPECTIONS LLC               ,108A W. WASHINGTON                 ,                                   ,                                   ,MOUNTAIN VIEW         ,AR,72560,1NPR,SW11,1NPR910B,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,N,Y,N,N,N,N, ACTIVE            , 28-SEP-2011, , ,0.0,4.0,0.0,6.0,"(35.85193920046074, -92.09435525127296)",35.85193920046074,-92.09435525127296
105,OLYMPIA PROPELLER GOVERNOR LLC                    ,4626 88TH AVE SW                   ,                                   ,                                   ,OLYMPIA               ,WA,98512,1OPR,NM01,1OPR610B,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N, ACTIVE            , 5-MAY-2011, , ,1.0,0.0,0.0,1.0,"(47.0215582, -122.9400144)",47.0215582,-122.9400144
106,RSM HOLDINGS LLC                                  ,"RSM HOLDINGS, LLC                  ",939 AIRPORT SERVICE ROAD           ,                                   ,NASHVILLE             ,TN,37214,1ORR,CE19,1ORR139B,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 5-MAY-2008, , ,26.0,0.0,0.0,26.0,"(36.16530061103106, -86.66401025523966)",36.16530061103106,-86.66401025523966
107,1 VISION AVIATION PLLC                            ,2500 Keokuk Avenue                 ,                                   ,                                   ,Sioux City            ,IA,51111,1OVR,CE01,1OVR169C,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N, ACTIVE            , 9-JUN-2016, , ,29.0,0.0,23.0,57.0,"(42.40650945672534, -96.37320109637162)",42.40650945672534,-96.37320109637162
108,TEMP AIRCRAFT LLC                                 ,813 S. Airport Drive               ,                                   ,                                   ,Springfield           ,IL,62707,1P5R,GL19,1P5R894C,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N, ACTIVE            , 21-APR-2016, , ,4.0,0.0,0.0,4.0,"(39.81796486574454, -89.62870177105728)",39.81796486574454,-89.62870177105728
